date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,sold_quantity
2024-05-01,PC,Ultrabook,P110,AQ SlimBook 14,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,244 units
2024-02-01,PC,Ultrabook,P110,AQ SlimBook 14,Japan,E-Commerce,Retailer,90000006,Best Buy,38
2024-04-01,Peripherals,-,P112,AQ RGB Strip,Canada,Brick & Mortar,Direct,90000031,Reliance Digital,274
2024-04-01,Peripherals,Mouse,P114,AQ Wireless Mouse,India,Brick & Mortar,Direct,90000037,Office Depot,42
2024-03-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,France,UNKNOWN,Direct,90000005,Flipkart,235
2024-06-01,PC,Custom PC,P109,AQ Titan Gaming,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,70
2024-06-01,PC,Ultrabook,P110,AQ SlimBook 14,UAE,,Retailer,90000012,Currys,398
2024-04-01,PC,Custom PC,P109,AQ Titan Gaming,UK,E-Commerce,Direct,ZZZ3034,,270
2024-03-01,Peripherals,Memory,P103,AQ DDR4 RAM,Singapore,Brick & Mortar,Direct,90000011,Reliance Digital,170
2024-03-01,PC,Custom PC,P109,AQ Titan Gaming,Australia,Brick & Mortar,Direct,90000019,John Lewis,438
2024-03-01,Peripherals,Memory,P104,AQ DDR5 RAM,India,Brick & Mortar,Direct,90000001,Amazon,494 units
2024-03-01,Peripherals,Memory,P103,AQ DDR4 RAM,India,Brick & Mortar,Direct,90000001,Amazon,160
2024-05-01,Peripherals,Storage,P102,AQ SATA SSD,Norway,Brick & Mortar,Retailer,90000033,MediaMarkt,333
2024-05-01,PC,Ultrabook,P110,AQ SlimBook 14,Sweden,E-Commerce,Direct,90000010,Croma,92
2024-06-01,Peripherals,Storage,P101,AQ NVMe SSD,Germany,Brick & Mortar,Retailer,90000039,John Lewis,177
2024-01-01,Peripherals,Mouse,P114,AQ Wireless Mouse,USA,E-Commerce,Direct,90000002,Amazon ,46
2024-06-01,Peripherals,,P113,AQ Mousepad,India,Brick & Mortar,Direct,90000037,Office Depot,140
2024-02-01,Peripherals,,P113,AQ Mousepad,India,Brick & Mortar,Direct,ZZZ7825,,321
2024-01-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,India,Brick & Mortar,Direct,90000001,Amazon,284
2024-06-01,Peripherals,Headphones,P105,AQ Bass Master,Australia,Brick & Mortar,Direct,90000031,Reliance Digital,130
2024-03-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,France,UNKNOWN,Direct,90000005,Flipkart,357 units
2024-02-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Germany,Brick & Mortar,Retailer,90000027,Walmart,252
2024-02-01,Peripherals,Headphones,P106,AQ Studio Pro,Germany,Brick & Mortar,Retailer,90000039,John Lewis,78
2024-06-01,Peripherals,Headphones,P106,AQ Studio Pro,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,209
2024-03-01,PC,Custom PC,P109,AQ Titan Gaming,UAE,E-Commerce,Retailer,90000036,Staples,59
2024-02-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Brazil,E-Commerce,Direct,90000008,Target,141
2024-02-01,Peripherals,Memory,P103,AQ DDR4 RAM,Australia,Brick & Mortar,Direct,90000007,Walmart,30
2024-04-01,Peripherals,Storage,P101,AQ NVMe SSD,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,239
2024-05-01,Peripherals,Headphones,P105,AQ Bass Master,USA,E-Commerce,Direct,90000038,Argos,224
2024-05-01,Peripherals,Headphones,P105,AQ Bass Master,Germany,Brick & Mortar,Retailer,ZZZ8527,,279
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,Australia,Brick & Mortar,Direct,90000007,Walmart,450
2024-06-01,PC,Custom PC,P109,AQ Titan Gaming,Germany,Brick & Mortar,Retailer,ZZZ6313,,436
2024-02-01,Peripherals,Memory,P104,AQ DDR5 RAM,France,UNKNOWN,Direct,90000005,Flipkart,178
2024-05-01,Peripherals,Headphones,P105,AQ Bass Master,UAE,E-Commerce,Retailer,90000036,Staples,445
2024-02-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Singapore,Brick & Mortar,Direct,90000011,Reliance Digital,410
2024-02-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,India,Brick & Mortar,Direct,90000025,Flipkart,143
2024-02-01,Peripherals,-,P112,AQ RGB Strip,Australia,Brick & Mortar,Direct,90000007,Walmart,351
2024-03-01,Peripherals,Memory,P103,AQ DDR4 RAM,Canada,E-Commerce,Direct,90000016,Staples,386
2024-02-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Singapore,Brick & Mortar,Direct,90000011,Reliance Digital,410
2024-06-01,Peripherals,Storage,P102,AQ SATA SSD,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,343 units
2024-04-01,Peripherals,Headphones,P105,AQ Bass Master,France,UNKNOWN,Direct,90000005,Flipkart,113
2024-01-01,Peripherals,Memory,P104,AQ DDR5 RAM,Germany,Brick & Mortar,Retailer,90000015,Euronics,263 units
