date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,forecast_quantity
2024-05-01,PC,Ultrabook,P110,AQ SlimBook 14,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,251 units
2024-02-01,PC,Ultrabook,P110,AQ SlimBook 14,Japan,E-Commerce,Retailer,90000006,Best Buy,37
2024-04-01,Peripherals,-,P112,AQ RGB Strip,Canada,Brick & Mortar,Direct,90000031,Reliance Digital,277
2024-04-01,Peripherals,Mouse,P114,AQ Wireless Mouse,India,Brick & Mortar,Direct,90000037,Office Depot,36
2024-03-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,France,UNKNOWN,Direct,90000005,Flipkart,239
2024-06-01,PC,Custom PC,P109,AQ Titan Gaming,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,77
2024-06-01,PC,Ultrabook,P110,AQ SlimBook 14,UAE,,Retailer,90000012,Currys,392
2024-04-01,PC,Custom PC,P109,AQ Titan Gaming,UK,E-Commerce,Direct,ZZZ3034,,264
2024-03-01,Peripherals,Memory,P103,AQ DDR4 RAM,Singapore,Brick & Mortar,Direct,90000011,Reliance Digital,167
2024-03-01,PC,Custom PC,P109,AQ Titan Gaming,Australia,Brick & Mortar,Direct,90000019,John Lewis,430
2024-03-01,Peripherals,Memory,P104,AQ DDR5 RAM,India,Brick & Mortar,Direct,90000001,Amazon,501 units
2024-03-01,Peripherals,Memory,P103,AQ DDR4 RAM,India,Brick & Mortar,Direct,90000001,Amazon,169
2024-05-01,Peripherals,Storage,P102,AQ SATA SSD,Norway,Brick & Mortar,Retailer,90000033,MediaMarkt,328
2024-05-01,PC,Ultrabook,P110,AQ SlimBook 14,Sweden,E-Commerce,Direct,90000010,Croma,101
2024-06-01,Peripherals,Storage,P101,AQ NVMe SSD,Germany,Brick & Mortar,Retailer,90000039,John Lewis,185
2024-01-01,Peripherals,Mouse,P114,AQ Wireless Mouse,USA,E-Commerce,Direct,90000002,Amazon ,37
2024-06-01,Peripherals,,P113,AQ Mousepad,India,Brick & Mortar,Direct,90000037,Office Depot,150
2024-02-01,Peripherals,,P113,AQ Mousepad,India,Brick & Mortar,Direct,ZZZ7825,,331
2024-01-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,India,Brick & Mortar,Direct,90000001,Amazon,283
2024-06-01,Peripherals,Headphones,P105,AQ Bass Master,Australia,Brick & Mortar,Direct,90000031,Reliance Digital,132
2024-03-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,France,UNKNOWN,Direct,90000005,Flipkart,348 units
2024-02-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Germany,Brick & Mortar,Retailer,90000027,Walmart,256
2024-02-01,Peripherals,Headphones,P106,AQ Studio Pro,Germany,Brick & Mortar,Retailer,90000039,John Lewis,78
2024-06-01,Peripherals,Headphones,P106,AQ Studio Pro,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,203
2024-03-01,PC,Custom PC,P109,AQ Titan Gaming,UAE,E-Commerce,Retailer,90000036,Staples,59
2024-02-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Brazil,E-Commerce,Direct,90000008,Target,145
2024-02-01,Peripherals,Memory,P103,AQ DDR4 RAM,Australia,Brick & Mortar,Direct,90000007,Walmart,29
2024-05-01,Peripherals,,P113,AQ Mousepad,Sweden,E-Commerce,Direct,90000034,Boulanger,465
2024-04-01,Peripherals,Headphones,P105,AQ Bass Master,Japan,E-Commerce,Retailer,90000030,Croma,331
2024-06-01,PC,Custom PC,P109,AQ Titan Gaming,Germany,Brick & Mortar,Retailer,ZZZ6313,,427
2024-06-01,Peripherals,Headphones,P105,AQ Bass Master,USA,E-Commerce,Direct,90000026,Best Buy,358
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,296
2024-05-01,Peripherals,Headphones,P105,AQ Bass Master,Germany,Brick & Mortar,Retailer,ZZZ8527,,272
2024-06-01,Peripherals,-,P112,AQ RGB Strip,Brazil,E-Commerce,Direct,90000008,Target,361
2024-05-01,Peripherals,Headphones,P105,AQ Bass Master,UAE,E-Commerce,Retailer,90000036,Staples,435
2024-05-01,Peripherals,Headphones,P105,AQ Bass Master,UAE,E-Commerce,Retailer,90000036,Staples,435
2024-06-01,PC,Custom PC,P109,AQ Titan Gaming,Germany,Brick & Mortar,Retailer,90000027,Walmart,121
2024-06-01,Peripherals,-,P112,AQ RGB Strip,Brazil,E-Commerce,Direct,90000008,Target,361
2024-04-01,Peripherals,Headphones,P105,AQ Bass Master,Japan,E-Commerce,Retailer,90000030,Croma,331
2024-03-01,Peripherals,Mouse,P114,AQ Wireless Mouse,India,Brick & Mortar,Direct,90000001,Amazon,273
2024-01-01,Peripherals,Memory,P104,AQ DDR5 RAM,Germany,Brick & Mortar,Retailer,90000015,Euronics,272 units
2024-06-01,Peripherals,Memory,P103,AQ DDR4 RAM,Singapore,Brick & Mortar,Direct,90000035,Euronics,375
